video,caption
B0938.13,A small animal is seen walking on the ground in the video.
B0695.55,A deer is seen walking through the woods in the video.
B0456.4,A small animal is seen walking across a dirt field.
B0787.18,A group of elephants are seen walking through a forest.
B0478.11,A giraffe is seen walking through a field of trees.
B0492.9,A deer is seen walking through a field of trees.
B0050.11,A lion is seen walking through the grass in the video.
B1043.11,A deer is seen walking through the woods in the video.
B0791.48,A small lizard is seen walking on a rock in the video.
B0777.14,A monkey is seen walking on the ground in the video.
B0633.17,A bird is seen flying over a forest in the video.
B0996.6,A group of elephants are seen standing in a line in the video.
B0917.21,A bird is seen walking on the ground in the video.
B0780.9,A deer is seen walking through the woods in the video.
B0809.57,A giraffe is seen walking through the trees in the video.
B0700.8,A bird is seen flying over a forest in the video.
B0679.13,A deer is seen walking through the woods in the video.
B0187.6,A small animal is seen walking on the ground in the video.
B0857.8,A monkey is seen climbing up a rock in the video.
B0687.1,A deer is seen walking through the woods in the video.
B0677.36,A bird is seen flying over a forest in the video.
B0770.56,A gorilla is seen sitting on the ground in the wild.
B1027.14,A dog is seen walking on a rock in the video.
B0083.7,A small animal is seen walking through the grass in the video.
B0207.2,A group of horses are seen running through a field.
B1038.60,The elephant in the video is seen walking through the forest.
B0116.2,A monkey is seen climbing up a tree in the video.
B1019.6,A group of gorillas are seen sitting on the ground in a video.
B0812.18,A gorilla is seen walking through the grass in the video.
B0724.7,A deer is seen walking through the woods in the video.
B1043.52,A deer is seen walking through the woods in the video.
B0811.34,A black bear is seen walking through the woods in the video.
B0346.1,A herd of elephants are walking in a line on a dirt road.
B0340.3,A herd of camels are seen walking in the desert.
B0995.52,A dog is seen running through the woods in the video.
B0664.64,A lion is seen walking through the grass in the video.
B0261.2,A small animal is seen walking across a dirt field.
B0038.10,A man is seen walking through the woods with a dog.
B0869.4,A lizard is seen climbing up a rock in the video.
B0795.13,A monkey is seen climbing up a tree in the video.
B0704.37,A monkey is seen sitting on a tree branch in the video.
B0937.19,A group of elephants are seen walking through a rocky terrain.
B1051.45,A dog is seen walking on a rock in the video.
B0447.2,A monkey is seen walking on the ground in the video.
B0901.11,A dog is seen running through the grass in the video.
B0679.26,A small animal is seen walking through the grass in the video.
B0718.37,A baboon is seen sitting on the ground in the wild.
B0828.14,A group of elephants are seen walking through a river.
B0680.17,A deer is seen walking through the woods in the video.
B0817.55,A bird is seen flying over a forest in the video.
B0832.35,A dog is seen walking through a field of rocks and dirt.
B1025.44,A bird is seen flying over a rocky cliff in the video.
B0083.3,A squirrel is seen running across a forest floor.
B0692.41,A lion is seen walking through a field of trees and bushes.
B0912.18,A small animal is seen walking on the ground in the video.
B0138.6,A deer is seen walking through the woods in the video.
B0059.3,A giraffe is seen walking through a forest and looking at the camera.
B0114.1,A deer is seen walking through the woods in the video.
B0898.3,A group of elephants are seen walking through a river.
B0762.6,A lion is seen walking through the grass in the video.
B0980.8,A black and white dog is seen running in the woods.
B0350.2,A dog is seen walking through a field of grass and trees.
B0308.10,A group of birds are seen flying over a desert landscape.
B0125.1,A bear is seen walking through the woods in the video.
B0568.1,A dog is seen walking through a rocky area in the video.
B0754.28,A lion is seen walking through a field of trees.
B0636.47,A bird is seen flying through the air in the video.
B0893.21,A small lizard is seen climbing up a rock in the video.
B0709.32,A monkey is seen climbing up a tree in the video.
B1029.63,A group of birds are seen flying in the air.
B0608.4,A dog is seen walking on a rock in the video.
B0896.11,A bird is seen flying over a rocky area in the video.
B0901.14,A bird is seen flying over a rocky area in the video.
B0777.56,A gorilla is seen eating a banana in the woods.
B0388.1,A monkey is seen walking on a rock in the video.
B0052.11,A bird is seen perched on a tree branch in the video.
B0701.23,A bear is seen walking through the woods in the video.
B0796.2,A monkey is seen sitting on a tree branch in the video.
B0223.4,A group of camels are seen walking in the desert.
B1058.6,A gorilla is seen climbing up a cliff in the video.
B0085.11,A bear is seen walking through the woods in the video.
B0673.7,A deer is seen walking through the grass in the video.
B1024.19,A monkey is seen climbing up a rock face in the video.
B0681.49,A bear is seen walking through the woods and looking at the camera.
B0638.38,A deer is seen walking through the woods in the video.
B0517.5,A small animal is seen walking across a dirt field.
B0654.28,A bear is seen walking through the woods in the video.
B0072.10,A black bear is seen climbing up a tree in the video.
B0678.40,A deer is seen grazing in a forest with trees and bushes.
B0091.13,A lizard is seen walking on a rock in the video.
B0820.42,A dog is seen walking on the beach and looking at the camera.
B0997.18,A large bear is seen walking through the woods in the video.
B0305.5,A group of animals are seen walking through a desert.
B0802.23,A bear is seen walking through the woods in the video.
B0771.38,A group of birds are seen standing on the ground in a forest.
B1000.54,A small lizard is seen climbing up a rock in the video.
B0636.36,A bird is seen perched on a tree branch in the video.
B0726.31,A deer is seen walking through the woods in the video.
B0901.20,A bird is seen flying over a river in the video.
B0980.27,A black and white video shows a dog running through the woods.
B0453.5,A dog is seen walking on a dirt road in the video.
B0811.33,A dog is seen running through the woods in the video.
B0698.35,A deer is seen walking through the woods in the video.
B0697.5,A deer is seen walking through the woods in the video.
B0686.13,A dog is seen running through the woods in the video.
B0881.2,A large bear is seen walking through the snow in the video.
B0879.17,A group of deer are seen grazing on the side of a mountain.
B0594.6,A bird is seen flying over a rock in the video.
B1000.10,A small animal is seen climbing up a rock wall in the video.
B0852.10,A small animal is seen walking on the rocks in the video.
B0697.43,A deer is seen walking through a forest in the video.
B0770.19,A gorilla is seen sitting on a hillside in the video.
B0804.54,A bird is seen flying over a forest in the video.
B0086.4,A deer is seen walking through the woods in the video.
B0145.5,A dog is seen walking through the grass in the video.
B1021.34,A group of elephants are seen walking on a rocky terrain.
B0299.9,A group of camels are seen walking in the desert.
B0720.21,A dog is seen walking through a field of grass and bushes.
B0831.17,A dog is seen walking on the beach and looking at the camera.
B0679.17,A deer is seen walking through the woods in the video.
B0209.10,A camel is seen walking in the desert and then stops to look around.
B0666.58,A small animal is seen walking through the grass in the video.
B0814.7,A monkey is seen walking on the ground in the video.
B0253.8,A group of animals are seen walking in a desert.
B1040.49,A dog is seen running through the woods in the video.
B0503.4,A dog is seen walking through a hole in the ground.
B0718.28,A gorilla is seen sitting on the ground in the wild.
B0723.29,Two elephants are seen walking through a forest in the video.
B0809.38,A bird is seen flying over a tree in the video.
B0796.42,A monkey is seen walking on a tree branch in the video.
B1048.51,A dog is seen walking on the rocks in the video.
B0706.35,A baboon is seen walking on a rock in the video.
B0636.2,A bird is seen perched on a tree branch in the video.
B0822.5,A group of alligators are seen swimming in a body of water.
B0696.55,A group of deer are seen grazing in a field.
B0794.57,A kangaroo is seen walking through the brush in the video.
B0370.13,A small green lizard is seen crawling on a rock in the video.
B0999.28,A group of elephants are seen walking in a line.
B0656.28,A black bear is seen walking through the woods.
B0780.38,A deer is seen walking through the woods in the video.
B0138.3,A group of deer are seen grazing in a forest.
B0851.9,A bear is seen walking through the water in the video.
B0993.37,A group of birds are seen flying over a rocky terrain.
B0800.18,A monkey is seen climbing up a tree in the video.
B0120.4,A group of birds are seen flying in the air.
B0816.17,A dog is seen running through the grass in the video.
B0934.18,A group of cows are seen grazing in a field.
B1064.9,A dog is seen walking on a rock in the video.
B0794.9,A giraffe is seen eating leaves from a tree in the video.
B0678.2,A bear is seen walking through the woods in the video.
B0423.3,A deer is seen walking through the woods in the video.
B0293.3,A small animal is seen walking across the desert in the video.
B0643.25,A bird is seen perched on a branch in the video.
B0888.7,A dog is seen walking through a rocky area in the video.
B1001.21,A black bear is seen walking through the woods in the video.
B0742.8,A deer is seen walking through the woods in the video.
B0372.13,A small green lizard is seen climbing up a rock in the video.
B1010.8,A dog is seen walking on a rock in the video.
B0733.5,A squirrel is seen running through the forest in the video.
B1028.7,A large bear is seen walking on a rocky cliff in the video.
B0670.62,A gorilla is seen walking through the woods in the video.
B1034.8,A dog is seen walking on a rock in the video.
B0308.1,A bird is seen walking on the ground in the video.
B0884.22,A small animal is seen walking on the rocks in the video.
B0771.31,A gorilla is seen walking through the woods and looking at the camera.
B0640.62,A large elephant is seen walking through a forest with trees and bushes.
B0799.37,A monkey is seen walking on the ground in the video.
B0668.38,A dog is seen running through the grass in the video.
B0095.5,A deer is seen walking through the woods in the video.
B0940.1,A man is seen walking up a rocky hill with a dog following him.
B0375.3,A dog is seen running through the grass in the video.
B0396.10,A deer is seen walking through the woods in the video.
B0054.7,A baboon is seen standing on a tree branch in the video.
B0604.5,A bird is seen perched on a rock in the video.
B0802.50,A deer is seen walking through the woods in the video.
B0799.63,A gorilla is seen walking through the forest and picking up a stick.
B1044.27,A group of birds are seen flying over a rocky cliff.
B0790.22,A deer is seen walking through the woods in the video.
B1037.16,A dog is seen running through the woods in the video.
B0623.2,A small bird is seen perched on a rock in the video.
B0698.49,A group of elephants are seen walking through a forest.
B0369.2,A small green lizard is seen crawling on a rock in the video.
B0644.39,A monkey is seen climbing up a tree in the video.
B0805.62,A large bear is seen walking through the woods in the video.
B0654.63,A deer is seen walking through a forest and looking at the camera.
B0949.11,A group of birds are seen flying over a rocky cliff.
B0681.42,A bear is seen walking through the woods in the video.
B1036.43,A deer is seen walking through the woods in the video.
B0933.20,A dog is seen running through the woods in the video.
B1048.37,A dog is seen running through the woods in the video.
B0616.5,A small lizard is seen climbing up a rock in the video.
B0212.21,A bird is seen walking on the ground in the video.
B0377.10,A turtle is seen walking on the ground in the video.
B0916.9,A deer is seen walking through the grass in the video.
B1026.41,A dog is seen running through the woods in the video.
B1000.50,A small bird is seen perched on a rock in the video.
B0678.15,A deer is seen walking through the woods in the video.
B0118.4,A small animal is seen walking through the grass in the video.
B1053.24,A group of animals are seen walking in a line in the video.
B0896.6,A dog is seen walking on the beach in the video.
B0921.22,A gorilla is seen standing on a rock in the video.
B0685.62,A bird is seen flying through the air in the video.
B0785.51,A small animal is seen walking through the grass in the video.
B1045.47,A dog is seen running through the woods in the video.
B0963.19,A lizard is seen walking on a rock in the video.
B0756.12,A deer is seen walking through the woods in the video.
B0797.22,A gorilla is seen walking through the jungle in the video.
B0781.32,A deer is seen walking through the woods in the video.
B1037.44,A bird is seen flying over a rocky cliff in the video.
B0999.17,A group of elephants are seen walking through a rocky terrain.
B0180.9,A deer is seen walking through the woods in the video.
B0467.7,A group of birds are seen flying over a desert landscape.
B0280.2,A bird is seen flying over a desert landscape in the video.
B0829.11,A bear is seen walking through a river in the video.
B0771.15,A small animal is seen walking through the grass in the video.
B0901.18,A deer is seen walking through the woods in the video.
B0754.24,A lion is seen walking through the grass in the video.
B0309.8,The video shows a group of birds walking on the ground.
B0458.1,A small animal is seen walking across the dirt in the video.
B0693.23,A bird is seen flying over a forest in the video.
B1040.56,A dog is seen running through the woods in the video.
B0847.7,A small animal is seen walking on a rock in the video.
B1032.28,A group of birds are seen flying over a rocky cliff.
B0611.3,A small animal is seen walking on a rock in the video.
B0831.23,A dog is seen running in the snow with a stick in its mouth.
B0652.24,A dog is seen running through the woods in the video.
B0629.1,A dog is seen walking on a rock in the video.
B0244.6,A group of birds are seen flying over a desert landscape.
B0639.36,A baboon is seen standing on a branch in the wild.
B0803.61,A group of elephants are seen walking through a forest.
B0942.3,A group of birds are seen flying over a rocky terrain.
B0844.27,A group of elephants are seen walking through a river.
B0889.20,A bird is seen flying over a river in the video.
B0968.45,"A large rock is shown in the video, and a small bird is seen flying over it."
B1029.28,A dog is seen running through the woods in the video.
B0496.1,A dog is seen running through the woods in the video.
B0959.11,A deer is seen walking through the woods in the video.
B1018.23,A group of animals are seen walking on a rocky terrain.
B0742.29,A bird is seen perched on a tree branch in the video.
B0710.27,A monkey is seen walking through the trees in the video.
B0439.8,A group of birds are seen flying over a field of trees.
B0639.57,A baboon is seen sitting on a branch in the wild.
B0807.55,A squirrel is seen climbing up a tree in the video.
B0751.1,A deer is seen walking through the woods in the video.
B0667.37,A lion is seen walking through the grass in the video.
B1042.16,A small bird is seen perched on a rock in the video.
B0237.18,A group of birds are seen walking in the desert.
B0735.15,A deer is seen walking through the woods in the video.
B0254.2,A group of birds are seen walking on the ground in the video.
B0767.60,A gorilla is seen sitting on the ground in the woods.
B0659.41,A squirrel is seen running across the grass in the video.
B0881.5,A group of horses are seen running in the desert.
B0180.3,A bird is seen flying over a rocky area in the video.
B1019.51,A group of elephants are seen walking through a rocky terrain.
B0546.6,A bird is seen flying over a forest in the video.
B0239.6,A group of birds are seen flying over a field of grass.
B0648.40,A gorilla is seen walking through the forest in the video.
B0952.13,A dog is seen walking on a rocky hillside in the video.
B0553.2,A deer is seen walking through the woods in the video.
B0913.15,A deer is seen walking through the woods in the video.
B0726.15,A deer is seen walking through the woods in the video.
B0126.4,A deer is seen walking through the woods in the video.
B0730.4,A lion is seen walking through the grass in the video.
B0760.6,A group of birds are seen flying in the air.
B0907.4,A dog is seen walking through a rocky area with grass.
B0662.21,A bear is seen walking through the woods and climbing up a tree.
B0684.44,A black bear is seen walking through the woods in the video.
B0842.5,A bird is seen flying over a river in the video.
B0546.4,A deer is seen walking through the woods in the video.
B0542.6,A monkey is seen walking on a rocky terrain in the video.
B1060.8,A bird is seen flying over a tree in the video.
B0141.2,A bird is seen perched on a tree branch in the video.
B0687.34,A giraffe is seen walking through a forest and eating leaves from a tree.
B0388.4,A monkey is seen walking on a log in the woods.
B0695.5,A deer is seen walking through the woods in the video.
B0778.15,A baboon is seen sitting on the ground in a forest.
B0463.9,A small bird is seen flying over a hillside in the video.
B0921.12,A monkey is seen climbing up a rock face in the video.
B0279.17,A group of animals are seen walking in a desert.
B0699.8,A lion is seen walking through the trees in the video.
B0643.31,A monkey is seen climbing up a tree and then jumping off.
B0208.6,A group of birds are seen standing on the ground in the desert.
B1043.28,A deer is seen walking through the woods in the video.
B0297.3,A group of birds are seen walking on the ground in the video.
B0720.37,A monkey is seen eating leaves from a tree in the video.
B0300.1,A group of birds are seen walking around in the desert.
B0360.1,A bird is seen walking on the ground in the video.
B0669.60,A bear is seen walking through the woods in the video.
B1041.24,A bear is seen walking on a rock in the video.
B0819.8,A bird is seen flying over a river in the video.
B0952.14,A dog is seen walking on a rocky hillside in the video.
B0699.32,A lion is seen walking through the trees in the video.
B1002.39,A bear is seen walking through the woods in the video.
B0976.9,A dog is seen running through the woods in the video.
B0761.37,A gorilla is seen walking through the grass in the video.
B0781.51,A dog is seen walking on a path in the woods.
B0762.2,A giraffe is seen eating leaves from a tree in the video.
B0644.54,A group of birds are seen perched on a tree branch.
B0704.4,A baboon is seen sitting on a tree branch in the video.
B0811.30,A deer is seen walking through the woods in the video.
B0817.17,A deer is seen walking through the woods in the video.
B0859.31,A dog is seen walking on a rocky shore and looking at the camera.
B0734.15,A kangaroo is seen walking through the trees in the video.
B0425.6,A dog is seen walking through a rocky area in the video.
B0158.1,A bear is seen walking through the woods in the video.
B1035.33,A large bear is seen walking through the woods in the video.
B0983.17,A black bear is seen walking through the woods in the video.
B1021.63,A group of elephants are seen walking through a rocky terrain.
B0133.4,A baboon is seen climbing a tree in the video.
B0744.33,A dog is seen walking through the grass in the video.
B1023.34,A group of wolves are seen walking through a forest.
B0036.14,A small lizard is seen walking on a rock in the video.
B0857.6,A group of elephants are seen walking through a river.
B0719.4,A large elephant is seen walking through a forest with trees and bushes.
B0694.30,A monkey is seen climbing up a tree in the video.
B0684.5,A bird is seen flying over a forest in the video.
B0712.23,A monkey is seen climbing up a tree in the video.
B0288.5,A cow is seen walking in the desert and then stops to look around.
B0073.11,A bird is seen perched on a branch in the video.
B0339.5,A group of animals are seen walking in a field.
B0713.15,A deer is seen walking through the woods in the video.
B0944.3,A bird is seen flying over a rocky area in the video.
B0709.27,A deer is seen walking through the woods in the video.
B0542.7,A monkey is seen walking on a rocky surface in the video.
B0766.57,A gorilla is seen eating grass in the wild.
B0806.7,A deer is seen walking through the woods in the video.
B0786.2,A group of elephants are seen walking through a forest.
B1060.2,A bird is seen flying over a rocky cliff in the video.
B0710.13,A gorilla is seen walking through a forest in the video.
B0472.6,A dog is seen walking through a field of tall grass.
B0657.65,A deer is seen walking through the woods in the video.
B0671.63,A deer is seen walking through the woods in the video.
B0931.11,A small animal is seen walking on the ground in the video.
B1002.20,A group of animals are seen walking in a line.
B0683.18,A deer is seen walking through the woods in the video.
B0057.8,A bear is seen walking through the woods in the video.
B0953.10,A dog is seen walking on a rocky hillside in the video.
B0428.10,A group of turtles are seen swimming in the water.
B0046.11,A giraffe is seen walking through a field of trees and bushes.
B0662.9,A koala is seen sitting on a tree branch in the video.
B0248.4,A group of animals are seen walking through a field of grass.
B0147.4,A bird is seen flying over a river in the video.
B0740.32,A man is seen walking through a forest with a dog.
B0164.4,A bird is seen flying over a muddy area in the video.
B0712.12,A monkey is seen climbing up a tree in the video.
B1025.26,A small bird is seen perched on a rock in the video.
B0820.32,A bear is seen walking on a rock in the water.
B0774.6,A bear is seen walking through the woods in the video.
B0013.10,A crocodile is seen swimming in the water.
B0846.30,A fish swims through the water and then swims back.
B0685.59,A bird is seen flying through the air in the video.
B0831.19,A black bear is seen walking through the woods in the video.
B0807.42,A deer is seen walking through the woods in the video.
B1041.44,A small animal is seen walking on a rock in the video.
B0113.3,A bird is seen flying over a forest and then landing on a branch.
B0192.13,A dog is seen walking on the beach and looking at the camera.
B0852.1,A turtle is seen walking on a rock in the water.
B1049.59,A dog is seen walking on a rock in the video.
B0068.5,A black bear is seen walking through the woods in the video.
B1056.7,A dog is seen running through the woods in the video.
B0423.10,A deer is seen walking through the woods in the video.
B0274.8,A group of birds are seen walking on the ground in the video.
B0697.28,A deer is seen walking through the woods in the video.
B0058.10,A group of deer are seen grazing in a field.
B0682.1,A deer is seen walking through the woods in the video.
B0882.6,A dog is seen walking on the beach and looking at the camera.
B0649.40,A zebra is seen running through a field of trees.
B0636.11,A bird is seen perched on a tree branch in the video.
B0029.12,A bird is seen flying over a field of green grass.
B0171.5,A dog is seen walking on a rock in the video.
B0861.16,A dog is seen walking on a rock in the water.
B0658.33,A monkey is seen walking through the grass in the video.
B0665.53,A lion is seen walking through the grass in the video.
B0965.18,A deer is seen walking through the woods in the video.
B0415.6,A small bird is seen perched on a branch in the video.
B1024.46,A group of monkeys are seen sitting on a rock in the video.
B0644.33,A monkey is seen climbing up a tree in the video.
B0260.1,A small animal is seen running across the desert in the video.
B0796.49,A monkey is seen sitting on a tree branch in the video.
B0741.30,A monkey is seen climbing a tree in the video.
B0753.38,A group of zebras are seen grazing in a field.
B0729.22,A lion is seen walking through the grass in the video.
B0655.8,A deer is seen walking through the woods in the video.
B0807.13,A dog is seen walking through the grass in the video.
B0886.35,A dog is seen walking through a rocky area in the video.
B0365.13,A dog is seen running through the woods in the video.
B0669.4,A monkey is seen walking through the trees in the video.
B0465.6,A small animal is seen walking on the ground in the video.
B0250.7,A dog is seen walking through a field of tall grass.
B0642.23,A bear is seen walking through the woods and climbing up a tree.
B0657.28,A black bear is seen walking through the woods in the video.
B0737.37,A gorilla is seen walking through a forest and climbing up a tree.
B0654.31,A gorilla is seen walking through the jungle in the video.
B1049.47,A dog is seen walking on a rock in the video.
B0647.42,A baboon is seen standing in the grass and looking around.
B0886.26,A bear is seen walking through the water in the video.
B1050.53,A dog is seen walking on a rocky hillside in the video.
B0945.9,A bird is seen flying over a rocky cliff in the video.
B0103.2,A large brown animal is seen walking through a forest.
B0785.33,A lizard is seen crawling on a tree branch in the video.
B0698.44,A group of deer are seen grazing in a forest.
B0693.58,A deer is seen walking through the woods in the video.
B0655.29,A deer is seen walking through the woods in the video.
B0968.54,A deer is seen walking through a forest in the video.
B0301.2,A group of birds are seen walking in the desert.
B0654.10,A bear is seen walking through the woods in the video.
B0706.12,A gorilla is seen standing on a rock in the wild.
B0668.11,A group of elephants are seen walking through a forest in the video.
B0279.16,A group of animals are seen walking in a desert.
B0816.31,A snake is seen crawling through the grass in the video.
B0659.61,A bear is seen walking through the woods in the video.
B0315.9,A horse is seen running across a dirt field in the video.
B0744.27,A group of monkeys are seen playing in the trees.
B0778.16,A baboon is seen sitting on the ground in the woods.
B0713.39,A gorilla is seen walking through a forest and looking at the camera.
B0849.7,A dog is seen walking on a rock in the video.
B0754.34,A lion is seen walking through the grass in the video.
B0130.5,A gorilla is seen walking through the jungle in the video.
B0620.7,A dog is seen walking on a rock in the video.
B0733.15,A large elephant is seen walking through a forest with trees and bushes.
B1029.4,A wolf is seen walking up a hill in the video.
B0794.47,A kangaroo is seen walking through the brush in the video.
B0926.11,A small bird is seen perched on a rock in the video.
B0321.7,A group of camels are seen walking in the desert.
B0365.6,A gorilla is seen walking on a rock in the video.
B0842.26,A cow is seen walking in the water in the video.
B0831.49,A lizard is seen crawling on a rock in the video.
B0807.57,A deer is seen walking through the woods in the video.
B0680.37,A deer is seen walking through the woods in the video.
B0772.17,A dog is seen walking through the woods in the video.
B0757.12,A bear is seen walking through the woods and looking at the camera.
B0817.34,A bird is seen flying over a river in the video.
B1053.57,A dog is seen walking on the rocks in the video.
B1013.44,A group of deer are seen grazing in a field.
B0895.10,A group of elephants are seen walking through a river.
B0842.38,A group of deer are seen grazing in a field.
B1017.25,A dog is seen running through the woods in the video.
B1005.47,A black bear is seen walking through the woods in the video.
B0411.2,A dog is seen running through the woods in the video.
B1045.61,A dog is seen running through the woods in the video.
B0806.39,A small animal is seen walking through the grass in the video.
B0196.14,A small bird is seen perched on a rock in the video.
B0102.2,A small animal is seen walking through the grass in the video.
B0817.26,A group of elephants are seen walking through a forest.
B0842.9,A bird is seen flying over a river in the video.
B0667.5,A deer is seen walking through the woods in the video.
B0775.42,A koala is seen eating leaves from a tree in the video.
B0919.10,A dog is seen walking on a rocky terrain.
B0803.33,A group of deer are seen grazing in a forest.
B1018.20,A cat is seen walking on a rock in the video.
B1034.63,"A large rock is shown in the video, and a bird is seen flying over it."
B1017.15,A dog is seen running through the woods in the video.
B0780.53,A deer is seen walking through the woods in the video.
B0980.37,A black cat is seen walking on a rock in the video.
B0070.13,A deer is seen walking through the woods in the video.
B0617.4,A lizard is seen climbing up a rock in the video.
B0960.10,A small green plant is growing on the side of a rock.
B0450.14,A dog is seen running through the desert in the video.
B0814.28,A gorilla is seen walking through a forest and looking at the camera.
B0457.8,A cow is seen grazing in a field of dirt.
B0149.6,A bird is seen flying over a body of water in the video.
B0714.30,A gorilla is seen walking through a forest and climbing up a tree.
B0733.29,A baboon is seen walking through the grass in the video.
B0683.2,A black bear is seen walking through the woods in the video.
B0782.31,A lion is seen walking through the trees in the video.
B0154.5,A cow is seen walking through a muddy field.
B0649.58,A lion is seen walking through the trees in the video.
B0350.1,A dog is seen running through the desert in the video.
B0789.60,A baboon is seen climbing up a tree in the video.
B0817.45,A small animal is seen walking through the trees in the video.
B0736.31,A deer is seen walking through the woods in the video.
B0557.10,A dog is seen running through a field of grass.
B0410.10,A group of animals are seen walking in the wild.
B0910.11,A small animal is seen walking on the ground in the video.
B0770.39,A lion is seen sitting in the grass and looking off into the distance.
B0419.4,A bird is seen flying over a forest in the video.
B1041.18,A bear is seen walking on a rock in the video.
B0647.27,A monkey is seen sitting on the ground in the woods.
B0212.1,A small animal is seen walking across the desert in the video.
B0396.5,A deer is seen walking through the woods in the video.
B0929.10,A small animal is seen walking on the ground in the video.
B0653.14,A squirrel is seen running across the ground in the video.
B0805.34,A deer is seen walking through the woods in the video.
B0656.57,A dog is seen walking through the woods in the video.
B0762.1,A lizard is seen climbing up a tree in the video.
B0932.15,A group of deer are seen grazing in the woods.
B0803.38,A deer is seen walking through the woods in the video.
B0044.10,A lion is seen walking through the grass in the video.
B0630.6,A dog is seen running through the woods in the video.
B1045.39,A dog is seen running through the woods in the video.
B0612.6,A bear is seen walking on a rock in the video.
B0776.28,A gorilla is seen standing in a forest and looking at the camera.
B0047.14,A lion is seen walking through the grass in the video.
B0611.8,A bird is seen perched on a rock in the video.
B0912.22,A small animal is seen walking on the ground in the video.
B0640.61,A bear is seen walking through the woods in the video.
B0502.6,A monkey is seen climbing up a tree in the video.
B1049.4,A dog is seen walking on a rock in the video.
B0932.21,A group of birds are seen flying over a rocky terrain.
B0056.4,A monkey is seen climbing a tree in the video.
B0366.9,A dog is seen walking on the ground in the video.
B1060.4,A dog is seen walking on a rock in the video.
B0948.6,A dog is seen walking on a rocky hillside in the video.
B0228.11,A group of camels are seen walking in a desert.
B0950.6,A dog is seen walking on a rocky hillside in the video.
B0863.9,A dog is seen walking on a rocky terrain in the video.
B0686.58,A deer is seen walking through the woods in the video.
B0794.32,A kangaroo is seen walking through the brush in the video.
B0174.4,A bear is seen walking on a rock in the water.
B0783.64,A gorilla is seen standing on a rock in the woods.
B0700.22,A group of elephants are seen walking through a forest.
B0694.21,A monkey is seen climbing up a tree in the video.
B0901.9,A dog is seen walking on the ground in the video.
B1026.62,A dog is seen walking on a rock in the video.
B0656.19,A black bear is seen walking through the woods in the video.
B0676.11,A group of deer are seen grazing in a field.
B0668.48,A dog is seen running through the grass in the video.
B0946.20,A dog is seen running through the woods in the video.
B0430.1,A dog is seen walking on a rocky surface in the video.
B0199.17,A bird is seen flying over a field of grass and dirt.
B0723.10,A lion is seen walking through the trees in the video.
B0257.16,A group of camels are seen walking in the desert.
B1002.41,A group of gorillas are seen walking through a forest.
B1042.5,A group of birds are seen flying over a rocky cliff.
B0768.32,A bear is seen walking through the woods in the video.
B0715.33,A squirrel is seen running across a forest floor.
B0913.20,A small animal is seen walking on the ground in the video.
B0998.19,A small animal is seen walking on the ground in the video.
B1034.10,A dog is seen walking on a rock in the video.
B0705.17,A small animal is seen sitting on a tree branch.
B0915.19,A gorilla is seen walking on a rocky terrain.
B0674.57,A deer is seen walking through the woods in the video.
B0549.6,A baboon is seen walking on the grass in the video.
B0967.40,A group of birds are seen standing on the ground in the video.
B0338.5,A small animal is seen walking across the ground in the video.
B0377.3,A turtle is seen walking on the ground in the video.
B0795.57,A deer is seen walking through the grass in the video.
B0725.13,A lion is seen walking through the grass in the video.
B0638.58,A deer is seen walking through the woods in the video.
B0551.3,A deer is seen walking through a forest with trees and bushes.
B0586.10,A dog is seen running through a forest with a wolf.
B0856.3,A bird is seen flying over a river in the video.
B0672.7,A monkey is seen climbing up a tree in the video.
B0685.2,A group of birds are seen flying in the air.
B0779.60,A lion is seen walking through the grass in the video.
B0917.16,A lizard is seen walking on a rock in the video.
B0662.62,A small animal is seen walking through the grass in the video.
B0772.40,A group of deer are seen grazing in a field.
B0899.30,A dog is seen walking through the water in the video.
B0687.3,A deer is seen walking through the woods in the video.
B0659.22,A squirrel is seen walking on the ground in the video.
B0368.4,A dog is seen running through the water in the video.
B1028.10,A dog is seen running through the water in the video.
B1042.64,A dog is seen walking on a rock in the video.
B0779.39,A lion is seen walking through the grass in the video.
B0811.44,A black bird is seen perched on a tree branch in the video.
B0766.10,A baboon is seen sitting on the ground in the wild.
B0645.20,A group of elephants are seen walking through a forest.
B0180.10,A deer is seen walking through the woods in the video.
B0823.2,A group of cows are seen grazing in a field.
B0983.7,A small lizard is seen on a rock in the video.
B0750.17,A bear is seen walking through the woods in the video.
B0558.11,A bear is seen walking through the woods in the video.
B0805.20,A snake is seen crawling up a tree in the video.
B0897.8,A bird is seen flying over a river in the video.
B0953.3,A dog is seen walking on a rocky hillside in the video.
B0896.4,A group of elephants are seen walking through a river.
B0801.58,A gorilla is seen walking through the grass in the video.
B0729.7,A lion is seen walking through the grass in the video.
B0651.2,A baboon is seen standing on a tree branch in the video.
B0286.9,A small animal is seen walking through a field of dry grass.
B0781.3,A deer is seen walking through the woods in the video.
B0665.32,A lion is seen walking through the grass in the video.
B0675.21,A deer is seen walking through the woods in the video.
B0645.59,A lion is seen walking through the grass in the video.
B0784.45,A bird is seen perched on a tree branch and then flies away.
B1004.10,A group of wolves are seen walking through a forest.
B1015.62,A cat is seen walking on a rock in the video.
B1019.24,A dog is seen walking in the woods and then running.
B0619.2,"A large rock is shown in the video, and a small bird is seen perched on it."
B0975.35,A group of elephants are seen walking through a forest.
