video,caption
GNFLTDXI,A fish swims through the water with its fins moving.
EJFFJZTV,Two birds are standing in a field and looking around.
WSJONFXO,A bird is seen standing in the water and shaking its feathers.
IEQOJDHC,A ladybug is seen walking on a leaf and then on a flower.
UCROAKDQ,A bird is seen eating a bug in the grass.
YCUNSTFT,A group of flamingos are seen standing in a pool of water.
LHIJUPLS,A group of birds are seen standing in a body of water.
GXQZOIQR,A small animal is seen walking through the dirt and looking at the ground.
QEQLYLKI,A fly is seen on a page of a book.
KRDIRUHU,A group of animals are seen walking through the grass in the video.
DWFMQVEI,A bird is seen walking on the ground and then flying away.
CFNXQONO,A bird is seen perched on a branch and then takes off.
JHQWRAMC,A cow is seen walking through a field of trees.
JRGKHBXG,A bird is seen walking in the grass and then suddenly jumps up and flies away.
MNNNIVTI,A bird is seen swimming in the water and then flying away.
DSTOKNQN,A bird is seen standing on a branch and looking around.
DQSIAPLS,A group of birds are seen standing in a body of water.
ELUWFGQD,A frog is seen jumping on a wooden surface in the video.
YACDWFAU,A cockroach is seen walking on the ground in the video.
VYGCMXGD,A bird is seen flying over a field of tall grass.
YYGFMAMC,"A lion is seen in the wild, looking at the camera."
MCARYLSQ,A bird is seen perched on a branch with red flowers in the background.
DCUNGDAL,A group of ducks are seen swimming in a river.
QLSACMME,A bird is seen running through a field of grass.
JJYJCLHH,A frog is seen sitting on a leaf in the video.
SSNTDKBT,A deer is seen walking through the woods in the video.
HTUCYNPL,A cat is seen standing on a rock and looking at the camera.
NIBGOMRN,A bird is seen walking through the grass in the video.
JFBQOVEI,A bird is seen flying over a field of tall grass.
MQBKUHCU,A bird is seen perched on a branch and then takes flight.
MQLOJRAC,A black bear is seen walking through the woods in the video.
HSLCIPKK,A bird is seen standing on one leg in a body of water.
BZSVALHH,A lizard is seen in a close up shot with its mouth open.
ACZJMJIR,A bird is seen standing in the grass and looking around.
ERYGEVEI,A duck is seen standing on a lake and then swimming.
DNZMTPTK,A bird is seen standing on a branch with its wings spread out.
GDCZQDSN,A small animal is seen walking through the grass in the video.
SNQKIBME,A horse is seen running through a forest and jumping over a small hill.
CJHKZSOM,A flock of birds flying in the sky.
OXPKCVMP,A bird is seen perched on a branch in the video.
QIUAEVKA,A deer is seen standing in a field with tall grass.
DVXMDNJC,A monkey is seen eating a banana in the video.
CEFZPXGD,A group of horses are seen running across a field.
BBOVQMME,A duck swims in a pond and turns its head to the side.
NNOJGKPH,A bird is seen flying in the air with its wings spread out.
BJKKDXEC,A spider is seen walking on a leaf in the video.
NUIIJUHU,A bird is seen walking on the ground in the video.
YAOFQFJO,A spider is seen crawling on a leaf in the video.
WOQQZPTK,A bird is seen standing on a rock and looking around.
ABJYRLSQ,A bird is seen perched on a branch with red flowers in the background.
AQGRVNHV,A bird is seen flying over a field of tall grass.
ITTGXPKK,A bird is seen standing on one leg in a body of water.
OPJFEKOU,A bird is seen in a video with its head turned to the right.
BZLZVKOU,A bird is seen perched on a branch and then takes off.
UTQKOTHG,A small animal is seen walking through the woods in the video.
CYGKLPKK,A bird is seen standing on one leg in a body of water.
FAYSZDAL,A group of birds are seen flying over a snowy field.
RKBVSTEK,A bird is seen flying over a river in the video.
IBXIUKEW,A small animal is seen walking through a rocky terrain.
AZOGIVKA,A bird is seen standing in a field and then it begins to walk.
GGGGBFXO,A bird is seen standing in a body of water and shaking its feathers.
EKGEHIQR,A bear is seen walking through a forest and sniffing the ground.
PACTSMWW,A bird is seen eating a bug in the video.
HADUDNPL,A bird is seen perched on a branch in the video.
FLKXOLHH,A spider is seen crawling on a plant in the video.
BZTRUUBE,A centipede is seen crawling on the ground in the video.
JITKODGW,A bird is seen flying in the air and landing on the ground.
BKZESXGD,A white horse is seen grazing in a field with other horses.
EHJVVWUH,A bird is seen eating a piece of meat in the woods.
DDMMSVKA,A bird is seen standing in a field of tall grass.
YIYAQXHP,A bird is seen standing on the ground and then flying away.
NCCLLSBA,A bird is seen perched on a rock in the video.
YVEMPHPH,A butterfly is seen resting on a flower in the video.
MOKHRPTK,A bird is seen standing on a rock and looking around.
ADXAJHDU,A bird is seen eating berries from a bush.
HYOGJIFB,A frog is seen in a close up shot in the video.
EJUCEYUQ,A small animal is seen eating a piece of meat in the video.
CIKTGBXG,A bird is seen walking in a field and then running.
YPUVLXGD,Two horses are seen running in a field with trees in the background.
OOIRKZQJ,A group of ducks are swimming in a pond.
CPYZFDAL,"A group of birds are seen standing in a body of water, and one bird takes flight."
NIIHQLHH,A lizard is seen walking on the ground in the video.
AQSAYPTK,A bird is seen perched on a branch and then takes flight.
TRVQRAYR,A bird is seen standing in the tall grass in the video.
EXMKCBXG,A bird is seen walking in the grass and then turns around to look at the camera.
JJSAQCIW,A spider is seen crawling on a leaf in the video.
ENAAGMME,A bird is seen sitting in the grass and then it stands up.
ZJZUCPTK,A bird is seen standing on a rock and looking around.
ZZSGVUDI,A bird is seen perched on a branch with its beak open.
SUAWDTUB,A snake is seen moving across a wooden surface in the video.
IABMVVEI,A group of birds are seen standing on one leg and looking around.
WDYZZSEB,A bird is seen perched on a branch with its wings spread out.
LWISONCR,A duck swims in the water and turns its head to the side.
SARZQPKK,A bird is seen standing on one leg in a body of water.
QITHPJBD,A bird is seen perched on a branch in the video.
FVRUMELW,A fish swims in the water and turns to the right.
LKBCKDAL,A bird is seen standing in the water and catching a fish.
IWKBBHGA,A herd of elephants are seen walking through a muddy river.
ETECPNPL,A monkey is seen walking through the forest and looking at the camera.
UMCMJPKK,A dog is seen running in the video.
UKVEWTFT,"Two flamingos are seen standing in a pool of water, with one of them bending down to drink."
QPNHGOOZ,A spider is seen crawling on a web in the video.
ITCJABXG,A herd of birds are seen flying in the sky during sunset.
DSEBODAL,A bird is seen standing in the water with its head up.
DSUIJEBY,A fox is seen walking on the snow and moving its legs.
QVBEJIQR,A dog is seen sniffing the ground in a video.
KKBCXLHH,A caterpillar is seen crawling on the ground in the video.
QALVSNXN,A seal is seen laying on the beach and looking out into the water.
BYKYDPIF,A polar bear is seen eating fish on the beach.
ITQWCPKK,A bird is seen standing on one leg while looking around.
ACIOCKOU,A bird is seen walking through the grass in the video.
CLFPYCEI,A small ant is seen walking on a person's finger.
CBSRULSQ,A bird is seen perched on a branch with berries in the background.
DDBDNKOU,A bird is seen perched on a branch and then takes flight.
MHLXAXGD,"Two horses are seen running in a field, with one horse chasing the other."
LSDFLDAL,A bird is seen standing in the water and looking around.
TRJRUHDU,A bird is seen perched on a branch with red berries.
TALNMKOU,A small animal is seen walking through the grass in the video.
WWZMHUJL,A penguin is seen walking on the ice and then turns around to face the camera.
BFGQKGCS,A cow is seen walking down a road in the video.
QNUJBBQT,A bird is seen flying through the trees in the video.
CBCEWAEY,A penguin is seen walking in a zoo enclosure.
RMDLHXGD,Two kangaroos are seen standing in a field of tall grass.
ZHFFHLDC,A snake is seen moving across the ground in the video.
TFMKCNSU,A horse is seen running in the field with its head down.
MAGYJLDC,A snake is seen crawling on the ground in the video.
EMBGBPTK,A bird is seen perched on a branch in the video.
QPSTJSOM,A bird is seen flying in the air with its wings spread out.
ERXKUAFG,A butterfly is seen resting on a leaf in the video.
WKPAIIQR,A monkey is seen running through the dirt and jumping over a rock.
MIBORKEW,A fish swims in the water and then swims back to the rocks.
IJFACLKI,A small brown insect is seen crawling on a wooden surface.
PJUDHSEK,A duck swims in the water and then swims back to the shore.
BIPVIEUL,A snake is seen resting on a rock in a grassy area.
DVZFLFXO,A bird is perched on a branch and turns its head to the right.
XEQNUYTZ,A bird is seen flying over a body of water while ducks swim in the water.
AWWTSBQT,A squirrel is seen climbing up a street light in the video.
HIAJQUDI,A bird is seen standing on a rock and singing.
QEHZRGQD,A green frog is seen standing on a leaf in the dark.
YOWTKKOU,A bird is seen standing in a field and looking around.
XZEONEQQ,"A black cat is seen in the video, but it is not moving."
MXZCLYSZ,A bee flies over a piece of sugar and then flies away.
UWPEHTKX,A bird is seen perched on a branch with berries hanging from it.
VIFCTVEI,A group of birds are seen walking on the water.
ITCCTIQR,A dog is seen running through a field of grass.
XPOQMZAA,A shark is seen swimming in the water and moving its head.
MRZDAUPH,A fish swims in the water with its mouth open.
YHGSZHGA,A kangaroo is seen walking across a field in the video.
HRPSVLHH,A frog is seen jumping on a rock in the video.
MQYCQKPH,Two birds are perched on a tree branch and one of them is looking at the other.
JBSVOHPH,A bird is seen flying over a field of flowers.
VRIEKMHZ,A black dog is seen walking through tall grass in the video.
FGJMPVEI,A dog is seen running through a field of tall grass.
SXJRPFJO,A lizard is seen walking through the grass in the video.
IGTPSAHW,A dog is seen eating food from a bowl in the video.
RKEDFFUP,A snake is seen moving across the screen in the video.
MYPSUCEI,A small fish swims through the water in the video.
DRQOSRAC,A small animal is seen walking through the grass in the video.
DCLBWVKA,A bird is seen sitting in the grass and then it stands up and walks away.
LMQGHKDQ,A bird is seen eating a fish in the water.
JTWIQRYK,A small brown animal is seen walking on a green surface.
FEEUOSOB,A snake is seen crawling through the rocks in the video.
LSPZAOYV,A group of ants are seen crawling on a piece of food.
ZJETBFNJ,A lizard is seen in a close up shot and then the camera pans to the right.
HAFRBPDU,A bird is seen perched on a branch and then takes off.
PVQTJGIW,A bird is seen standing on one leg in a body of water.
VKJRCMHZ,A snake is seen in the water with its mouth open.
HGFLQEQQ,A small insect is seen crawling on a branch in the video.
CTJEGFUP,A snake is seen slithering across the ground in the video.
GUYZLQJN,A small worm is seen crawling on the ground in the video.
JJPWKIJJ,A lizard is seen crawling on a leaf in the video.
MXGSRSBA,A bird is seen standing on a rock and then flying away.
TTHIROYV,A large ant is seen walking on a white surface and then a smaller ant appears and starts to fight with the larger one.
WIZOLIWV,A white bird is seen standing in a body of water and then diving into the water.
TYHWBFNJ,A lizard is seen in a forest and looks up at the camera.
SEGKBXGD,"Two horses are seen running in a field, with one horse following the other."
PQXWRNQN,A bird is seen perched on a branch with its beak open.
EBJJCLSQ,A bird is seen perched on a branch with red berries.
NVRQFDFS,A lizard is seen crawling on the ground in the video.
JIFXCAFG,A butterfly is seen flying over a plant in the video.
TWECXFFP,A fish swims through the water in the video.
KCSMSYMI,A bird is seen perched on a stone wall in the video.
CEKBZTLI,A fly is shown in the air with a long string attached to it.
AMLDERHB,A bird is seen perched on a branch and then takes flight.
IVGQLNQN,A bird is seen perched on a branch and eating a bug.
LBPBROYV,A small ant is seen walking on a white surface.
LDUKABQT,A small yellow and black insect is seen on a green leaf.
RRGUCRAM,A spider is seen on a leaf in the video.
OPKLPNQN,A bird is seen perched on a branch and singing.
OALNRNQN,A bird is seen standing on a branch and singing.
KWLIIEWB,A bird is seen eating grass in a field.
BEGOPIKV,The video shows a bird flying in the air.
EHAHVVMP,A bird is seen eating berries from a tree in the video.
KXHZURFO,A small bird is seen perched on a branch in the video.
XPZAEMHZ,A group of birds are seen flying over a body of water.
IHPHKIYC,A bird is seen flying in the air and landing on the ground.
OBEEOVEI,A bird is seen flying over a field of tall grass.
ONUWLMYV,A green lizard is seen crawling on a tree branch in the video.
KZMEREWB,A bird is seen walking in the grass and looking around.
CODWENQN,A bird is seen standing on a branch in the woods.
DZMEKRTZ,A lizard is seen crawling on a tree branch in the video.
TOJZKOOZ,A spider is seen crawling on a wall in the video.
TCYMPSBA,A bird is seen perched on a branch in the video.
YBJDXBQT,A bird is seen perched on a branch in the video.
ZTHSJONO,A bird is seen perched on a branch in the video.
NFCTALLG,A bird is seen flying through the air in the video.
FDNVPUHU,A bird is seen walking through the grass in the video.
IUIFIWMK,A bird is seen walking through a field of grass.
JZFFKADM,A snake is seen moving through the grass and leaves.
XZVEWLHH,A bird is seen walking on the water and then flying away.
LEJNTVYK,A small animal is seen walking on the ground in the video.
GSRHOXGD,A horse and a foal are seen running through a field.
OLTLFPTK,A bird is seen perched on a branch in the video.
SDCQMUPH,A bird is seen standing on a rock in the water.
KRLYKXAG,A purple and pink blob is seen floating in the air.
BWFHUYSZ,"Two flies are shown in a video, one of which is flying while the other is on the ground."
VGZTRHGA,Two birds are seen standing on the ground in the video.
DRZLHQCN,A goat is seen walking on a rocky hillside in the video.
SJDUEBME,A group of horses are seen walking through a forest.
AHQUYYTZ,A bird is seen standing in the water and looking around.
QKKDMVEI,A bird is seen flying over a pond and landing on a branch.
ZORQAZJZ,"Two birds are seen standing on a snowy hillside, and one of them is seen flying."
GTURWVCV,A fish swims through the water and then swims back.
AJUQWNJC,A red and black spider is seen crawling on a green leaf.
APIZCLDC,A snake is seen moving across a rock in the video.
HJSXAIQR,A monkey is seen running through the dirt and grass.
KMLYOPKK,A bird is seen standing on one leg in a body of water.
SKKNEDQX,A bird is seen flying in the air in the video.
HKONLJIR,A bird is seen eating a bug in the video.
MRCDVKRF,A snake is seen slithering through the brush in the video.
PQETTVEI,A bird is seen standing in a field of grass and looking around.
MYMIDPTK,A bird is seen perched on a branch in the video.
OEEWRVRU,A spider is seen on a branch in the video.
QTJZHYUQ,A dog is seen walking through the woods in the video.
QLDUNFGA,A bird is seen perched on a branch in the video.
XPLOYZQJ,A black and white skunk is seen climbing a tree in the video.
PUOGYSBA,A bird is seen walking through the grass in the video.
LDKUYNSU,A group of giraffes are seen standing in a field of tall grass.
JCRSQPTK,A bird is seen perched on a branch and then takes off.
ULTOMFJY,A bird is seen flying in the air with its wings spread out.
GKVHYUOO,A bird is seen perched on a branch and then takes flight.
ZPBDLBME,A horse is seen grazing in a field with a dead animal on the ground.
FJDFAFJG,An elephant is seen walking through a forest and eating leaves from a tree.
PYVVEMHZ,A cow is seen walking down a dirt road in the video.
OXCGYZIE,A group of birds are seen standing on the ground and looking around.
LZHGUPTK,A bird is seen perched on a branch in the video.
QVAZDXYT,A black dog is seen walking through a field of tall grass.
SDGCSHGW,"Two birds are seen fighting in a field, with one bird biting the other."
ZDFLQWMK,A fish is seen swimming in the water and then it swims out of the water.
LRDEWCIW,A small green lizard is seen walking on a rock in the video.
HVSHVLKY,A lizard is seen running across the ground in the video.
CFNMYFXO,A bird is seen perched on a branch and then takes off.
BCZXXGJU,A fish swims through the water with its fins moving.
UIAMJSBA,A bird is seen standing on a log and then flying away.
QSUDIFFP,A fish swims in the water with its mouth open.
WFFYKUOO,A bird is seen perched on a branch and singing.
SYSGSVDY,A bird is seen perched on a branch and then takes off.
TQQDOUOO,A bird is seen perched on a branch and singing.
RWGXFPNE,A yellow and white dog is seen walking through the woods.
VJRCEUXS,A snake is seen slithering through the grass in the video.
KIOCMLHH,A spider is seen crawling on a branch in the video.
FRJUCTFT,The flamingos are seen standing in a body of water and one of them is seen bending down to drink.
CEVCRJVY,A bird is seen flying over a field of flowers.
MXLEBRAC,A crocodile is seen walking through the water in the video.
OGBIMNPL,A bird is seen standing on a branch and then flying away.
IJVDTXDO,A cow is seen grazing in a field with a fence in the background.
KRRWQFYS,A dog is seen running on the beach in the video.
ZVJIVMRN,A bird is seen walking through the grass in the video.
FQXTKIQR,A small animal is seen walking on the ground in the video.
QVZQTBQT,A deer is seen walking through the woods at night.
ZQOXCVTT,A large ant is seen walking on a leaf in the video.
LOYEJBQT,A bird is seen flying in the air with its wings spread out.
COVZWPKK,"A bird is seen standing on one leg in a body of water, and then it takes off into the air."
NEVEEPTK,A bird is seen perched on a branch and then flies away.
WMSCBPTK,A bird is seen perched on a branch and singing.
AZUBAPLS,A group of flamingos are seen walking on the water.
URHBCBQT,A bird is seen perched on a branch in the video.
OLXMXDAL,"Two birds are seen standing in the water, and one of them is looking at the camera."
WCIPCHVR,A bird is seen walking through the grass in the video.
RHVKPDUC,A blue light is shining on a fish swimming in the water.
VGKADGIW,A bird is seen walking on the ground in the video.
FPYMJUPH,A bird is seen walking through a stream of water.
GXYRIHFB,A bird is seen standing in the woods and looking around.
KJDODVEI,A bird is seen standing in the grass and then flying away.
VSXUUQJN,A group of birds are seen walking in the snow.
KSPPAHGA,A kangaroo is seen walking in the desert and then running.
ZYJULPTK,A bird is seen perched on a branch and then flies away.
TYBNJSMJ,A cow is seen walking through a stream of water.
YHGRYNPL,A dolphin is seen swimming in the ocean and catching a fish in its mouth.
HYHSYDSN,A mouse is seen eating a piece of cheese in the video.
UCFWOFPE,A dog is seen running through the grass in the video.
RQSHEDFS,A lizard is seen walking on a tree branch in the video.
NPOSFBQT,A dog is seen running through the woods in the video.
LEQQKQCJ,The video shows a blue fish swimming in the water.
WHARAHGA,A kangaroo is seen walking across a field and then running.
JOZZHKWA,A bird is seen flying over a rocky terrain in the video.
KUUMDCEI,A group of monkeys are seen standing in the trees.
KIOHTTUB,A turtle is seen swimming in the water in the video.
IPLSNVOG,A snake is seen slithering across the ground in the video.
POWBARAM,A small animal is seen walking through the grass in the video.
FAWVHKOU,A bird is seen flying through the air in the video.
MCUMXNPL,A monkey is seen eating leaves from a tree in the video.
LTSTTLHH,A frog is seen sitting on a wooden surface in the video.
XBLSJKEW,A small animal is seen eating leaves from a bush.
PYWTJEOD,A deer is seen walking through a forest in the video.
YCAQPZDI,A shark is seen swimming in the water and then it disappears.
YELMSBXG,A bird is seen running across a field in the video.
DROWBMYV,A lizard is seen climbing up a tree in the video.
ABCSJZQJ,A bird is seen perched on a branch and singing.
GHKKSTFT,"Three flamingos are seen standing in a pool of water, with one of them bending down to drink."
OJDESTKX,A bird is seen eating berries from a tree in the video.
WEFJGUDX,A herd of wildebeests are seen running across a field.
UTPSBPTK,A bird is seen perched on a branch in the video.
CLZLJTLI,A small brown insect is seen walking on the ground.
ATDDFKGZ,A small fish swims through the water in the video.
LVBAVEUL,A snake is seen moving through the grass in the video.
TUODTRAC,A squirrel is seen running across a log in the woods.
IOSTSIFB,A blue frog is seen crawling on a rock in the video.
WXHYQVTI,A duck is swimming in the water and looking around.
YBVJRVEI,A bird is seen flying over a field of tall grass.
NFHRQMRN,A bird is seen walking in the grass and then flying away.
UXMDLFFP,A fish swims through the water with its mouth open.
PUFIFUPH,A fish swims through the water and turns to the right.
HNRASPKK,A bird is seen standing in the water and then walking away.
JSKBJEWB,A bird is seen standing in the grass and looking around.
FZIYRVEI,A bird is seen flying over a lake with trees in the background.
SRBSXLHH,A frog is seen sitting on a branch and then jumps off.
TQTDAPKK,A bird is seen flying over a body of water and then landing on the water.
BJALPHGW,A small animal is seen walking through tall grass in the video.
ZCJTVKGZ,A fish swims in the water and then swims back to the surface.
RJEKMFUP,A snake is seen in the grass with its head raised.
WCJPNNXN,A bird is seen standing on a hillside and looking at the camera.
JWKWZAMC,A lioness is seen walking through a field and then laying down on the ground.
PURVSUDI,A bird is seen perched on a branch with its beak open.
UFMQPPKK,Two birds are seen standing on one leg in the video.
ICSPLPAB,A fish swims in the water and then swims back to the shore.
YBLKWQTX,A black bird is perched on a branch and flaps its wings.
TLSDXFNJ,A fish swims in the water and then swims back to the surface.
VMAAAFUG,A bird is seen flying through the air with its wings spread out.
UUEOQFUG,A bird is seen walking in the mud and then running.
LEUSBFPE,A small lizard is seen crawling on a leaf in the video.
AHKLQIKV,A baby seal is seen playing with a ball in the water.
ZIDLPRFV,A frog is seen jumping out of a glass bowl.
KZQSBSBA,A bird is seen walking through the grass and then flying away.
WNHGEBQT,A bird is seen flying through the trees in the video.
GBQQSPTK,A bird is seen perched on a branch and singing.
CLIYXYTZ,A group of birds are seen walking in a field.
RCBTESEB,A bird is seen singing in a field of green grass.
WBZCAHAQ,A small bird is seen walking through the grass in the video.
RNZUANPL,A bird is seen standing on a branch and then flying away.
ADRLLJWU,A duck is seen walking on the beach and then swimming in the water.
VNWXTPDI,A fish swims through the water and then swims back to the left.
HWMHVFXO,A bird is perched on a branch and is looking to the right.
OGXJFVTI,A duck is seen swimming in the water and then diving into the water.
OBVHBUUK,A squirrel is seen climbing up a tree in the video.
WWVHPRGE,A large black and white animal is seen walking on the snow.
STCVOWPM,A ladybug is seen on a leaf and then flies away.
YOMPYKGZ,"A fish swims through the water, moving from left to right."
AYHICEOD,A deer is seen walking through the woods in the video.
UUAVVVMP,A bird is seen standing on one leg in a body of water.
NVBJQPKK,A bird is seen standing on a rock in the water.
USHBBXGD,Two horses are seen standing in a field and one of them is looking at the camera.
LLJMUGCS,A lion is seen walking through a forest with a group of people watching.
DNQYIHGA,Two hyenas are seen walking in the dirt and one of them is eating a piece of meat.
OGHJHSOB,A snake is seen crawling across the ground in the video.
ZWDLYSOM,A bird is seen flying in the sky with its wings spread out.
FGEPHPTK,A bird is seen perched on a branch in the video.
EMOUHUOY,A bird is seen standing on a rock in the water.
CFDSMVEI,A bird is seen flying over a body of water and landing on the grass.
FGHIREBY,A dog is seen standing on a snowy hill and looking off into the distance.
RASVUXGD,A group of horses are seen running in a field.
EOGOTDHC,A small green insect is seen on a leaf in the video.
QIRXEZJZ,A bird is seen standing in the snow and looking around.
AOZHDVEI,A bird is seen standing on one leg in a body of water.
JFBHUOOZ,A spider is seen crawling on a web in the dark.
WELFJQCN,A polar bear is seen walking on the snow and looking at something in the distance.
DDALYHGA,A monkey is seen walking on a dirt road with a yellow rope.
SLNOPXGD,A horse is seen walking through a forest and looking around.
CHTWLJVY,A bird is seen flying over a field of flowers.
IBUWUIFB,A frog is seen sitting on a leaf in the video.
JFGHIADX,A white bird is seen flying through the trees in the video.
PUVGHFXO,A bird is perched on a branch and turns its head to the right.
JYQLMFFP,"A fish swims through the water, moving from left to right."
DCPIYPKK,A bird is seen standing on one leg in a body of water.
TSMSMVCV,A frog is seen sitting on a branch and then jumps off.
OWTNBHDU,A small animal is seen walking through a grassy area.
NDOGZUPH,A fish swims through the water with its mouth open.
XPKUXBGU,A bee flies away from a wooden structure.
ESDJONQN,A bird is seen perched on a branch and singing.
CSGGDYSZ,A fly is seen on a piece of sugar in the video.
ZCIIBHGA,A monkey is seen running across a dirt field with a stick in its hand.
GMNGCFUP,A bird is seen standing on the ground in the video.
NGMYWFUP,A snake is seen moving across the ground in the video.
FIHQQXAG,A bird is seen flying in the sky with its wings spread out.
XRTUCMVW,A bird is seen standing on a rock and singing.
GIDGLPKK,"A bird is seen standing on one leg in a body of water, and then it takes off into the air."
RVAKPHVR,A snake is seen swimming in a body of water.
OBFFNBXG,A bird is seen standing in a field and then begins to dance.
YDXKSRTZ,A snake is seen moving through the grass in the video.
JROWHRYK,A small insect is seen crawling up a tree branch.
KPTBYKEW,A goat is seen running in a field and then falls down.
JHGYIEQQ,A group of dragons are seen flying in the dark sky.
HYELHMHZ,A snake is seen on the ground with its head raised and its mouth open.
HRQEMLHH,A group of deer are seen grazing in the woods.
KKBHSSPG,A bird is perched on a tree branch and turns its head to the right.
QKMZOEUL,A small animal is seen walking through the grass in the video.
PXHMNXDO,A zebra is seen standing in a field of tall grass.
GIZGGWZS,A duck is seen swimming in the water and then diving into the water.
KYHTKPTK,A bird is seen perched on a branch and then flies away.
GNRDDPKK,A bird is seen standing on one leg in a body of water.
EYHPAADX,A white bird is seen flying through the trees in the video.
JMEXCDCC,A bird is perched on a branch in a field of tall grass.
DWMGGZYO,A bird is seen standing on one leg while another bird is seen standing on the other leg.
OYAELTKX,A bird is seen perched on a branch with a red and black feathered body.
ZOLNEFYS,A turtle is seen swimming in the ocean and moving its head up and down.
UDAFIFXO,A bird is perched on a fence and is looking to the right.
RGVUEAMC,A lioness is seen walking through a field with other lions.
YSMJPFPE,A lizard is seen crawling on a leaf in the video.
KKNYIUPH,A fish swims through the water in the video.
KCHOEPTK,A bird is seen perched on a branch in the video.
QOJTRUXV,A bird is seen perched on a branch in the video.
KYBLHAYR,A bird is seen standing in the grass and looking around.
SLPZIUXV,A bird is seen perched on a branch in a forest.
HOKQSSOM,A white bird is seen flying over a body of water and landing on the water.
ZMEGDKEW,A duck swims in the water and then dives down.
KJBCCBQT,A small insect is seen crawling on a leaf in the video.
RMCKKPTK,A bird is perched on a branch and looks around.
QJKBNRGE,The video shows a large wave crashing into a rocky shore.
MKGUWXMC,A bird is seen perched on a tree branch and then flies away.
KPGEMLWC,A lizard is seen climbing up a tree in the video.
WPHSNDSN,A bird is seen flying over a rocky terrain.
UOVQPREH,A bird is seen walking on the snow and then flying away.
VXTCXRLL,A hamster is seen eating a piece of food in the video.
HHDLXDPR,A cow is seen grazing in a field and then turns to look at the camera.
NWOJLHGA,Two birds are seen standing in the dirt and one of them is seen walking.
DHOWIVMW,A dog is seen walking through a field of tall grass.
AATWKNPL,A bird is seen sitting on a branch in the woods.
PBNOCPAB,A fish swims in the water and then swims back to the other side.
NXYMFPKK,A bird is seen standing on one leg in the water.
DJZJBNPL,A whale is seen swimming in the ocean and blowing air out of its mouth.
XSNZGTHG,A monkey is seen standing on a branch in the forest.
MWSXPEOD,A dog is seen walking through the woods in the video.
QYFTWGQD,A fish swims in the water and then swims back to the left.
IANCBIJJ,A snake is seen moving through the grass in the video.
QWRJXVEI,A bird is seen standing in the water and eating a fish.
VLTEMKEW,A group of fish swim in the water and one of them jumps out of the water.
NKUIJPKK,A bird is seen standing on one leg in the water.
QUMKVSBA,A bird is seen walking on the ground in the video.
BDTVCNMW,The video shows a group of birds sitting on a tree branch.
JJRKPHFB,A bird is seen standing in the woods and looking around.
PFFKFNSU,A herd of wildebeests are seen running across a field.
OCPZWLWC,A lizard is seen climbing up a tree in the video.
CKKKUVMP,A bird is seen perched on a branch in the video.
EVPLSNQN,A bird is seen perched on a branch in the video.
KQYWHEQQ,A dog is seen running through the woods in the video.
BVDNRDMX,A bird is seen perched on a branch and then turns its head to the side.
VEFHFHGA,A group of ostriches are seen running across a dirt field.
ZCIOVMVW,A bird is seen standing on a branch and singing.
ZBSDQKRF,A bird is seen perched on a branch in the video.
LEYUYPKL,A horse is seen running through a field with a dog following behind.
UAIVWVEI,A duck is seen swimming in a pond with other ducks and birds.
UWUXHNMW,A group of black seeds are shown on a white background.
XRJEELSQ,A bird is perched on a branch and looks around.
OGWMAFAU,A green insect is seen crawling on a log in the video.
EMELYLHH,A small bird is seen perched on a branch in the video.
PTTXIFXO,A bird is perched on a branch and turns its head to the right.
OGWWRBQT,A monkey is seen climbing up a tree in the video.
OEVBUJYD,A ladybug is seen on a leaf in the video.
ZRYZXVYK,A dog is seen running through the dirt in the video.
HFIQJIWV,A swan is seen standing in the water with its neck bent down.
XSHSJKDQ,A herd of deer are seen grazing in the field.
WGZXZRJS,A small bird is seen flying in the air.
BIMAHPKK,A bird is seen standing on one leg in a body of water.
PMVMZMVW,A bird is seen standing on a branch and singing.
DTIQXONO,"Two birds are seen perched on a branch, one of which is eating a leaf."
BVYMFKEW,A squirrel is seen running across the ground in the video.
KQLCUMRN,A bird is seen walking in the grass and then flying away.
SVBZULSQ,A bird is seen perched on a branch with red berries behind it.
MMCBKPTK,A bird is seen perched on a branch in the video.
CQIICMHZ,A frog is seen walking on a rock in a stream.
RJYLTPJK,A fish swims through the water with its fins outstretched.
RPBPHSVW,A bird is seen eating a tomato in the video.
TSNJLWBO,A hawk is seen standing in the snow with a bird in its grasp.
KQEEYIVA,A polar bear is seen swimming in the water with its head above the surface.
RBYKSFFP,A dog is swimming in a lake and is seen paddling through the water.
LBHJMNJC,A duck swims in the water and then turns to the side.
ZVMDBTLI,A small animal is seen walking through the tall grass in the video.
OTABZRAC,A small animal is seen walking through the woods at night.
TZHCNSDT,An owl is seen in the dark with its eyes open.
TEJGGUQK,A cow is seen grazing in a field with a wind turbine in the background.
WMLLHKOU,A bird is seen walking through the grass in the video.
IXVIOVMW,A snake is seen moving through the grass in the video.
FEXNJAMC,A lion is seen lying down in the dirt and then getting up and walking away.
YUVNXFGA,A bird is seen perched on a branch in the video.
IPGQAHSA,A bird is seen flying in the air with its wings spread out.
ZOPUGLVZ,A snake is seen moving through the grass in the video.
SNLPPXDO,An elephant is seen walking through a field of tall grass.
URVBEPTK,A bird is seen perched on a branch and then flies away.
MCUFKGQD,"Two frogs are seen on a rock, one of which is looking at the camera."
NNDGSEWB,A bird is seen standing in the water and then flying away.
